1	I1	1	1	1	2	-999.0000000	1.4354119	0.7818819
1	I2	1	1	1	2	-999.0000000	-0.0258838	0.7818819
1	I3	1	1	1	2	-999.0000000	-0.5685953	0.7818819
1	I4	1	1	1	2	-999.0000000	-0.4156005	0.7818819
1	I5	1	1	1	2	-999.0000000	2.5810925	0.7818819
1	I6	1	1	1	2	-999.0000000	1.8212134	0.7818819
1	I7	1	1	1	2	-999.0000000	2.4700610	0.7818819
1	I8	1	1	1	2	-999.0000000	0.4101908	0.7818819
1	I9	1	1	1	2	-999.0000000	-0.5404519	0.7818819
1	I10	1	1	1	2	-999.0000000	-0.1669337	0.7818819
1	I11	1	1	1	2	-999.0000000	-0.0152646	0.7818819
1	I12	1	1	1	2	-999.0000000	-0.3854689	0.7818819
1	I13	1	1	1	2	-999.0000000	0.8477941	0.7818819
1	I14	1	1	1	2	-999.0000000	0.5787542	0.7818819
1	I15	1	1	1	2	-999.0000000	1.1135266	0.7818819
1	I16	1	1	1	2	-999.0000000	0.5451995	0.7818819
1	I17	1	1	1	2	-999.0000000	-0.2877110	0.7818819
1	I18	1	1	1	2	-999.0000000	0.7972173	0.7818819
1	I19	1	1	1	2	-999.0000000	1.2689177	0.7818819
1	I20	1	1	1	2	-999.0000000	0.2080563	0.7818819
1	I21	1	1	1	2	-999.0000000	1.2899438	0.7818819
1	I22	1	1	1	2	-999.0000000	1.0842021	0.7818819
1	I23	1	1	1	2	-999.0000000	0.2911067	0.7818819
1	I24	1	1	1	2	-999.0000000	2.1704449	0.7818819
1	I25	1	1	1	2	-999.0000000	0.2830437	0.7818819
1	I26	1	1	1	2	-999.0000000	0.4621932	0.7818819
1	I27	1	1	1	2	-999.0000000	0.9574823	0.7818819
1	I28	1	1	1	2	-999.0000000	2.0120236	0.7818819
1	I29	1	1	1	2	-999.0000000	1.0106571	0.7818819
1	I30	1	1	1	2	-999.0000000	0.4704419	0.7818819
1	I31	1	1	1	2	-999.0000000	-0.4128556	0.7818819
1	I32	1	1	1	2	-999.0000000	0.2294364	0.7818819
1	I33	1	1	1	2	-999.0000000	-0.2204547	0.7818819
1	I34	1	1	1	2	-999.0000000	-1.6674069	0.7818819
1	I35	1	1	1	2	-999.0000000	-1.1144836	0.7818819
1	I36	1	1	1	2	-999.0000000	-0.4376021	0.7818819
1	I37	1	1	1	2	-999.0000000	-0.4183465	0.7818819
1	I38	1	1	1	2	-999.0000000	-0.9160386	0.7818819
1	I39	1	1	1	2	-999.0000000	0.5759496	0.7818819
1	I40	1	1	1	2	-999.0000000	0.1015425	0.7818819
0	Group1	1	1	1	17	4.0000000	0.0000000	1.0000000	1.8986567e-21	1.2397681e-09	2.1295469e-04	1.0921440e-02	2.7262913e-02	4.9987259e-02	1.2362331e-01	2.0974459e-01	2.0438241e-01	1.4578351e-01	1.2741735e-01	5.7230517e-02	2.7467410e-02	1.0539392e-02	2.4741296e-03	1.4223238e-03	1.5304895e-03
