1	I1	1	1	1	2	-1.8243302	1.3524403	1.2061931
1	I2	1	1	1	2	-1.5656745	-0.4737077	0.2827616
1	I3	1	1	1	2	-1.7136542	-1.1832428	0.8901098
1	I4	1	1	1	2	-1.5167825	-1.1398013	0.9919395
1	I5	1	1	1	2	-1.6965180	2.4738843	0.9323175
1	I6	1	1	1	2	-1.5780219	1.5868414	0.8629320
1	I7	1	1	1	2	-1.7459994	2.9843723	1.8157029
1	I8	1	1	1	2	-1.4546956	-0.0584101	1.2006665
1	I9	1	1	1	2	-1.6678159	-1.1383459	0.7611208
1	I10	1	1	1	2	-1.4577538	-0.8973336	1.3124622
1	I11	1	1	1	2	-1.4346734	-0.6043587	0.8770661
1	I12	1	1	1	2	-1.7959456	-1.1123088	1.7228030
1	I13	1	1	1	2	-1.4391046	0.5237453	1.3808674
1	I14	1	1	1	2	-1.6050825	0.2147946	0.8415881
1	I15	1	1	1	2	-1.6090686	0.8660126	1.0653134
1	I16	1	1	1	2	-1.5275612	0.1572105	1.2540603
1	I17	1	1	1	2	-1.4884814	-0.8593873	0.4783610
1	I18	1	1	1	2	-1.5543528	0.5164612	1.4259260
1	I19	1	1	1	2	-1.9091778	1.4224700	1.9168859
1	I20	1	1	1	2	-1.6328315	-0.3324944	2.5765803
1	I21	1	1	1	2	-1.6801290	1.2344267	1.5212672
1	I22	1	1	1	2	-1.8509587	1.0950762	1.7712752
1	I23	1	1	1	2	-1.4486355	-0.2368621	1.4195242
1	I24	1	1	1	2	-1.7003295	2.2693091	1.3629341
1	I25	1	1	1	2	-1.5657390	-0.1778179	1.3720601
1	I26	1	1	1	2	-2.0260618	0.2452119	1.2641855
1	I27	1	1	1	2	-1.5361168	0.7106550	1.3779294
1	I28	1	1	1	2	-1.6956036	1.9297554	1.0840940
1	I29	1	1	1	2	-1.7157029	0.7104778	0.6642686
1	I30	1	1	1	2	-1.6501725	0.1091709	0.9446543
1	I31	1	1	1	2	-1.6810991	-1.2383591	1.7028726
1	I32	1	1	1	2	-1.6385194	-0.1624312	0.4075388
1	I33	1	1	1	2	-1.8157402	-0.7192401	1.2069739
1	I34	1	1	1	2	-1.6535477	-4.6727794	1.6110089
1	I35	1	1	1	2	-1.6926254	-1.9341132	0.5075623
1	I36	1	1	1	2	-1.5181388	-1.1531323	0.9305890
1	I37	1	1	1	2	-2.0485294	-0.8626271	1.1647130
1	I38	1	1	1	2	-1.5382521	-2.3950670	1.7080926
1	I39	1	1	1	2	-1.7134772	0.2406029	0.6103803
1	I40	1	1	1	2	-1.8025827	-0.2651402	0.8448917
0	Group1	1	1	1	17	4.0000000	0.0000000	1.0000000	2.7007120e-03	2.9214685e-03	4.1987418e-03	8.6703417e-03	2.1620624e-02	5.0814164e-02	9.0938097e-02	2.0682753e-01	2.3973095e-01	1.5069064e-01	1.3241054e-01	5.3414194e-02	2.1290856e-02	8.2827255e-03	2.9972347e-03	1.3614214e-03	1.1297626e-03
